benchmark,variant,run,success,planning_time,roadmap_nodes,path_points,path_length,point_checks,line_checks,error_type
Fat bottleneck,VisibilityPRM,0,0,0.26101710001239553,4,0,0.0,8361,309,
Fat bottleneck,VisibilityPRM,1,1,0.2639731999952346,7,7,34.98050662971903,8466,278,
Fat bottleneck,VisibilityPRM,2,1,0.48292270000092685,7,7,33.142727633273225,15534,557,
Fat bottleneck,VisibilityPRM,3,0,0.965131900011329,6,0,0.0,14164,561,
Fat bottleneck,VisibilityPRM,4,1,0.29853970001568086,7,6,31.168487086742427,9573,344,
Fat bottleneck,VisibilityPRM,5,1,0.2613026000035461,7,5,36.34648661831377,8512,299,
Fat bottleneck,VisibilityPRM,6,0,0.25688160001300275,4,0,0.0,8192,307,
Fat bottleneck,VisibilityPRM,7,1,0.29205129999900237,7,5,30.962491100323394,9410,323,
Fat bottleneck,VisibilityPRM,8,1,0.23995580000337213,7,6,37.91814906304181,7683,246,
Fat bottleneck,VisibilityPRM,9,1,0.2229399000061676,5,4,32.52713653946758,7358,230,
